outlet_code,outlet_name,specialist_code,fullname,so_number
C3017639,ALLAN ISAAC,D4403,RAYMOND JANN VITYNGCO,710100
C3017640,PEARLY JAVIDO,D4403,RAYMOND JANN VITYNGCO,710100
C3017649,MANNY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3017650,WILFREDO CAC,D4403,RAYMOND JANN VITYNGCO,710100
C3017675,JAY JAY JAVIER,D4403,RAYMOND JANN VITYNGCO,710100
C3017689,FELY ESCOBER,D4403,RAYMOND JANN VITYNGCO,710100
C3017726,TITA LILY'S,D4403,RAYMOND JANN VITYNGCO,710100
C3017727,TESSIE ANTONIO,D4403,RAYMOND JANN VITYNGCO,710100
C3017728,ANNA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3017729,NETH DE JESUS,D4403,RAYMOND JANN VITYNGCO,710100
C3017730,SALLY ALMOGUERA,D4403,RAYMOND JANN VITYNGCO,710100
C3017731,FERDINAND PINERA,D4403,RAYMOND JANN VITYNGCO,710100
C3017748,MIGUELA SOLIMAN,D4403,RAYMOND JANN VITYNGCO,710100
C3017749,LIWAY LAKANLAB,D4403,RAYMOND JANN VITYNGCO,710100
C3017750,FELICIDAD LANERAS,D4403,RAYMOND JANN VITYNGCO,710100
C3017751,CHRIS MENESES,D4403,RAYMOND JANN VITYNGCO,710100
C3017752,RIKASa'S,D4403,RAYMOND JANN VITYNGCO,710100
C3017753,MEDY MALICDEM,D4403,RAYMOND JANN VITYNGCO,710100
C3017754,DANTE SANCHEZ,D4403,RAYMOND JANN VITYNGCO,710100
C3017777,MATTHEW STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3017778,JESSIELYN SELADE,D4403,RAYMOND JANN VITYNGCO,710100
C3017779,VIC STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3017780,BYRON STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3017781,LINDA CAÑADA,D4403,RAYMOND JANN VITYNGCO,710100
C3017782,ANTONIA RAPAY STORE(307),D4403,RAYMOND JANN VITYNGCO,710100
C3017783,RUBY PAGE,D4403,RAYMOND JANN VITYNGCO,710100
C3017801,EUFEMIA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3017802,ARLENE SILAS,D4403,RAYMOND JANN VITYNGCO,710100
C3017803,CYNTHIA MESINA,D4403,RAYMOND JANN VITYNGCO,710100
C3017804,ERIKA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3017805,INDAY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3017841,CORCINI S. CRETICIO,D4403,RAYMOND JANN VITYNGCO,710100
C3017842,ROSITA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3017843,EDITH TUMPALAN,D4403,RAYMOND JANN VITYNGCO,710100
C3017844,MAGDAEL STORE/JOCELYN MAGDAEL,D4403,RAYMOND JANN VITYNGCO,710100
C3017867,MARITESS CAMPUGAN,D4403,RAYMOND JANN VITYNGCO,710100
C3017881,CARING STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3017882,VIOLETA SARCAOGA,D4403,RAYMOND JANN VITYNGCO,710100
C3017885,JOVEN GOÑEZ,D4403,RAYMOND JANN VITYNGCO,710100
C3017886,LAMANDER KTV,D4403,RAYMOND JANN VITYNGCO,710100
C3017896,NIKA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3017917,EDITHA GETIDA,D4403,RAYMOND JANN VITYNGCO,710100
C3017918,EDWIN DELA CRUZ,D4403,RAYMOND JANN VITYNGCO,710100
C3017937,JANE MILANTE,D4403,RAYMOND JANN VITYNGCO,710100
C3017938,YOLLY SANTOS,D4403,RAYMOND JANN VITYNGCO,710100
C3017939,DULCE MANGARANG,D4403,RAYMOND JANN VITYNGCO,710100
C3017940,JIMBOY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3017941,CFC VIDEOKE,D4403,RAYMOND JANN VITYNGCO,710100
C3017947,DRA. AILEEN ROSE CANASE,D4403,RAYMOND JANN VITYNGCO,710100
C3017960,GUILLERMO TONATE,D4403,RAYMOND JANN VITYNGCO,710100
C3017961,THESS TABABA,D4403,RAYMOND JANN VITYNGCO,710100
C3017968,LUCKY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3017969,APPLE HALDOS,D4403,RAYMOND JANN VITYNGCO,710100
C3017982,NANCY LAWAGAN,D4403,RAYMOND JANN VITYNGCO,710100
C3017983,DAISY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3017995,EMRIC QUIOGUE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018013,JENNY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018026,NENENG STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018036,PEREZ STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018045,FYBROS STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018046,KEN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018047,NIDA LECTANA,D4403,RAYMOND JANN VITYNGCO,710100
C3018048,ABAD STORE/EDDIE ABAD,D4403,RAYMOND JANN VITYNGCO,710100
C3018058,ALLAN VICTORINO,D4403,RAYMOND JANN VITYNGCO,710100
C3018059,ESPINOSA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018080,TONETTE ILAO,D4403,RAYMOND JANN VITYNGCO,710100
C3018081,KIRBY/LIZA ASUNCION,D4403,RAYMOND JANN VITYNGCO,710100
C3018082,MAC MAC/ROSE VALLE,D4403,RAYMOND JANN VITYNGCO,710100
C3018087,CAROLYN GRAGEDA,D4403,RAYMOND JANN VITYNGCO,710100
C3018088,J.R. STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018097,ARISA JOYFUL STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018098,DOGAS STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018115,COÑONERO STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018139,ED CAYANAN,D4403,RAYMOND JANN VITYNGCO,710100
C3018148,NANAY ANING,D4403,RAYMOND JANN VITYNGCO,710100
C3018155,NICOLE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018176,E.A.B. EATERY,D4403,RAYMOND JANN VITYNGCO,710100
C3018177,BERNARD GORBIDA,D4403,RAYMOND JANN VITYNGCO,710100
C3018183,JANE MARTE,D4403,RAYMOND JANN VITYNGCO,710100
C3018190,DYANAPA MANYAMAN,D4403,RAYMOND JANN VITYNGCO,710100
C3018192,PRINCESS STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018212,JOJO/GEOFFREY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018218,TWO SISTER EATERY(COBRA),D4403,RAYMOND JANN VITYNGCO,710100
C3018220,NESTY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018256,ANTONIO LAWRIN,D4403,RAYMOND JANN VITYNGCO,710100
C3018259,SEVERO OSTRIA,D4403,RAYMOND JANN VITYNGCO,710100
C3018261,GIGI STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018262,AURORA STORE (COBRA),D4403,RAYMOND JANN VITYNGCO,710100
C3018268,MELY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018274,RICHARD DELA CRUZ,D4403,RAYMOND JANN VITYNGCO,710100
C3018282,MARISSA BAGUIO,D4403,RAYMOND JANN VITYNGCO,710100
C3018284,ALING TIRING (COBRA),D4403,RAYMOND JANN VITYNGCO,710100
C3018287,LENY RAYMUNDO,D4403,RAYMOND JANN VITYNGCO,710100
C3018288,MERLYN ANARIO,D4403,RAYMOND JANN VITYNGCO,710100
C3018289,THEUS MART,D4403,RAYMOND JANN VITYNGCO,710100
C3018290,ALICE FOOD HAUS,D4403,RAYMOND JANN VITYNGCO,710100
C3018291,JOJO TOLENTINO,D4403,RAYMOND JANN VITYNGCO,710100
C3018293,MERCY'S EATERY,D4403,RAYMOND JANN VITYNGCO,710100
C3018294,BAWAT SANDOK UMUUSOK,D4403,RAYMOND JANN VITYNGCO,710100
C3018295,NITA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018296,GALDY'S STORE (COBRA),D4403,RAYMOND JANN VITYNGCO,710100
C3018300,LUTONG BAHAY NI KA IMELDA,D4403,RAYMOND JANN VITYNGCO,710100
C3018301,JR MART,D4403,RAYMOND JANN VITYNGCO,710100
C3018303,EDUARDO MAGALAD,D4403,RAYMOND JANN VITYNGCO,710100
C3018308,NORA BALBASTRO,D4403,RAYMOND JANN VITYNGCO,710100
C3018314,MARJORIE VILLALON,D4403,RAYMOND JANN VITYNGCO,710100
C3018327,JLM MINI MART,D4403,RAYMOND JANN VITYNGCO,710100
C3018330,SUSAN ABULENCIA,D4403,RAYMOND JANN VITYNGCO,710100
C3018337,LIGAYA LUPIGA,D4403,RAYMOND JANN VITYNGCO,710100
C3018338,MAGANDIA BAKERY,D4403,RAYMOND JANN VITYNGCO,710100
C3018339,DOMINGO AREVALO,D4403,RAYMOND JANN VITYNGCO,710100
C3018352,MMC CAMBEL,D4403,RAYMOND JANN VITYNGCO,710100
C3018357,MIGUEL MACABENTA,D4403,RAYMOND JANN VITYNGCO,710100
C3018358,INDAY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018362,NIDA TEJANO,D4403,RAYMOND JANN VITYNGCO,710100
C3018365,MIA PORAS,D4403,RAYMOND JANN VITYNGCO,710100
C3018388,ROSE HUIT,D4403,RAYMOND JANN VITYNGCO,710100
C3018393,GOLDBERG STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018400,EMILY STORE (307),D4403,RAYMOND JANN VITYNGCO,710100
C3018401,MIKE STORE (307),D4403,RAYMOND JANN VITYNGCO,710100
C3018409,JUANA VILELA,D4403,RAYMOND JANN VITYNGCO,710100
C3018414,JUN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018423,NESTOR SANTIAGO,D4403,RAYMOND JANN VITYNGCO,710100
C3018424,AMELIA LABADEJOS,D4403,RAYMOND JANN VITYNGCO,710100
C3018425,PJ STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018426,VILMA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018434,LEO STORE (307),D4403,RAYMOND JANN VITYNGCO,710100
C3018435,MALOU HUIT,D4403,RAYMOND JANN VITYNGCO,710100
C3018449,JACINTA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018451,ROSALINDA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018460,JANAPA RESTO BAR,D4403,RAYMOND JANN VITYNGCO,710100
C3018466,LOURDES STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018469,LOSANTA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018472,BETH STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018473,MARIE'S STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018481,JACK CAR WASH,D4403,RAYMOND JANN VITYNGCO,710100
C3018495,MARICAR STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018496,DANAO STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018501,ANNALYN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018502,TK GRILLS & RESTO BAR,D4403,RAYMOND JANN VITYNGCO,710100
C3018512,FRANCESCA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018523,GINA CABUSBUSAN,D4403,RAYMOND JANN VITYNGCO,710100
C3018525,REMY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018526,DARADAL STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018528,BATANG STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018535,REYMUNDO DELA CRUZ,D4403,RAYMOND JANN VITYNGCO,710100
C3018556,LITA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018565,GINA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018566,LITA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018578,RDJ STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018581,MARIVIC STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018589,JEFFREY CO,D4403,RAYMOND JANN VITYNGCO,710100
C3018598,TRIPLE A DOUBLE R,D4403,RAYMOND JANN VITYNGCO,710100
C3018607,SHANE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018608,TELY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018609,RUTH STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018610,AIDA STORE (307),D4403,RAYMOND JANN VITYNGCO,710100
C3018617,MAGUAD STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018618,EMY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018623,JHUN VILELA,D4403,RAYMOND JANN VITYNGCO,710100
C3018637,GNG SAM STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018644,ESPINA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018647,ALICE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018660,ABJ STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018672,VICKY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018682,BOBBY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018685,ELMER STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018689,ROMY GASPAR,D4403,RAYMOND JANN VITYNGCO,710100
C3018692,CHARLENE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018711,JESSICA CATHERINE,D4403,RAYMOND JANN VITYNGCO,710100
C3018718,728 GENERAL MDSE./NAZARIO CABATIAN,D4403,RAYMOND JANN VITYNGCO,710100
C3018725,LYDIA STORE (307),D4403,RAYMOND JANN VITYNGCO,710100
C3018726,MICHELLE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018735,VILMA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018736,JNA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018737,ONIN & JASON EATERY,D4403,RAYMOND JANN VITYNGCO,710100
C3018740,RJMF STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018746,LAURENCE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018749,ARLENE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018753,1 888 STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018762,EDDIE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018767,PATRICIA CURAN,D4403,RAYMOND JANN VITYNGCO,710100
C3018768,LENNY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018776,BABY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018783,JR STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018784,JIM JIM & TRISHA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018795,CHERRY DOMINGO,D4403,RAYMOND JANN VITYNGCO,710100
C3018796,LOLITA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018801,ELLA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018802,CATALINA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018821,MARY JANE NAPAY,D4403,RAYMOND JANN VITYNGCO,710100
C3018822,GEORGE/ELIZABETH ESCAME,D4403,RAYMOND JANN VITYNGCO,710100
C3018823,3 RV STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018836,JESSIE STORE/DAILAN,D4403,RAYMOND JANN VITYNGCO,710100
C3018837,DE LARA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018838,RUSHELLE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018932,ELVIRA'S STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018937,ANNA RIODIQUE,D4403,RAYMOND JANN VITYNGCO,710100
C3018946,RJ STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018947,TAPSI NI WENA,D4403,RAYMOND JANN VITYNGCO,710100
C3018952,FLORIE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018957,PAT STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018974,WILDA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018982,JOAN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3018983,ROD DIZON,D4403,RAYMOND JANN VITYNGCO,710100
C3018984,NOEL REYES,D4403,RAYMOND JANN VITYNGCO,710100
C3018985,ANDREA AMPONG,D4403,RAYMOND JANN VITYNGCO,710100
C3018986,EMMA DOLORITO,D4403,RAYMOND JANN VITYNGCO,710100
C3018987,JULIET  AND BENNY,D4403,RAYMOND JANN VITYNGCO,710100
C3019006,LAGPITAW RESTO BAR,D4403,RAYMOND JANN VITYNGCO,710100
C3019014,SARAH STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019015,BEBOT STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019016,KAREN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019017,ELISA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019021,SHIRLEY ESPAÑOLA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019023,CRISTINA LORENZO STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019024,JHUNE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019027,RIC BERLIN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019039,GLORIA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019049,IRANDIO STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019050,KRISTINE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019063,ANTHONY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019064,JHUN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019065,JONILYN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019066,MEL BARBER'S SHOP,D4403,RAYMOND JANN VITYNGCO,710100
C3019073,HALLY & HAZIEL/ANA OSORIO,D4403,RAYMOND JANN VITYNGCO,710100
C3019074,CLOWNLINE,D4403,RAYMOND JANN VITYNGCO,710100
C3019080,LOIDA REYES,D4403,RAYMOND JANN VITYNGCO,710100
C3019081,TESS STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019090,VANGIE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019104,MATT GEOPHEN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019109,SCHELMAR STORE/CUNTAPAY,D4403,RAYMOND JANN VITYNGCO,710100
C3019110,ALLEYNA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019114,ANN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019121,ANNE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019122,MELANIE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019139,ARLYN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019163,LORY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019167,LANIE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019168,MELO STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019169,TESSIE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019172,VINCE STORE/VINCE SUARNABA,D4403,RAYMOND JANN VITYNGCO,710100
C3019174,LAURA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019175,ADELA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019176,MOJICA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019177,DE GUZMAN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019178,JING'S STORE/ANGELYN NAVARRO,D4403,RAYMOND JANN VITYNGCO,710100
C3019184,PRINCESS STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019185,G.E. VARIETY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019197,MARITES ANDAYA,D4403,RAYMOND JANN VITYNGCO,710100
C3019198,MARIETA ARCANGEL,D4403,RAYMOND JANN VITYNGCO,710100
C3019199,ELENA GAMBOA,D4403,RAYMOND JANN VITYNGCO,710100
C3019200,RUBY AGUIRRE,D4403,RAYMOND JANN VITYNGCO,710100
C3019201,DULCE GALERO,D4403,RAYMOND JANN VITYNGCO,710100
C3019202,MARIE/ROGER ROSARIO,D4403,RAYMOND JANN VITYNGCO,710100
C3019203,ALVINLYN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019211,JOCELYN TAMAYO,D4403,RAYMOND JANN VITYNGCO,710100
C3019212,FE ROCIALDA,D4403,RAYMOND JANN VITYNGCO,710100
C3019213,PONCHAY'S STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019221,PARAGOR STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019222,DANA & KYLE'S BAKESHOP,D4403,RAYMOND JANN VITYNGCO,710100
C3019223,MARIA BALDEMORO,D4403,RAYMOND JANN VITYNGCO,710100
C3019226,EVA DIZON,D4403,RAYMOND JANN VITYNGCO,710100
C3019227,MALOU STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019248,MARIE'S STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019268,MIRIAM CUYA,D4403,RAYMOND JANN VITYNGCO,710100
C3019269,ROSALES BAKERY,D4403,RAYMOND JANN VITYNGCO,710100
C3019270,SUSAN APAYA,D4403,RAYMOND JANN VITYNGCO,710100
C3019271,SUSAN STORE/SUSAN BALASABAS,D4403,RAYMOND JANN VITYNGCO,710100
C3019282,ELIZABETH STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019283,HUGO STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3019344,MANG JOE CARINDERIA,D4403,RAYMOND JANN VITYNGCO,710100
C3021560,FIVE R STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3021588,SHERYL NNERA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3021590,JULIETA RAMOS,D4403,RAYMOND JANN VITYNGCO,710100
C3022500,NORMA STRE/NORMA MORALES,D4403,RAYMOND JANN VITYNGCO,710100
C3023370,ANNABEL STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3031789,MARGIE TADULAN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3033700,GWEN STORE/RAQUEL NAZ,D4403,RAYMOND JANN VITYNGCO,710100
C3081364,JEFFREY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081447,AREA SAMPLING,D4403,RAYMOND JANN VITYNGCO,710100
C3081448,GEMMA CRUZ STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081449,ALLAN VALENCIA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081450,LORY STORE/LORENA YASAY,D4403,RAYMOND JANN VITYNGCO,710100
C3081451,LANDO RAKRAQUIN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081452,IDA STORE/ZENAIDA CAPILE,D4403,RAYMOND JANN VITYNGCO,710100
C3081453,AMELIA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081454,MARIE STORE/MARIA CARMEN BAYLE,D4403,RAYMOND JANN VITYNGCO,710100
C3081455,CRISTINA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081466,RUBY STORE/WENCESLAO,D4403,RAYMOND JANN VITYNGCO,710100
C3081467,JOHN LLOYD DUMAGAT,D4403,RAYMOND JANN VITYNGCO,710100
C3081468,CRISTY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081535,DONNA TAMAYO,D4403,RAYMOND JANN VITYNGCO,710100
C3081536,ERENIO PARONI,D4403,RAYMOND JANN VITYNGCO,710100
C3081540,ARSENIA DE GUZMAN,D4403,RAYMOND JANN VITYNGCO,710100
C3081541,ROGIE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081543,CRISTY BOYET,D4403,RAYMOND JANN VITYNGCO,710100
C3081553,ROSALITA LATOJA,D4403,RAYMOND JANN VITYNGCO,710100
C3081554,BERNADETTE BIDES,D4403,RAYMOND JANN VITYNGCO,710100
C3081555,HELEN STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081560,ROSIE MENDOZA,D4403,RAYMOND JANN VITYNGCO,710100
C3081561,JOHN RHANDELL STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081570,CHRISTIAN CABRERA,D4403,RAYMOND JANN VITYNGCO,710100
C3081582,LORENA YASAY,D4403,RAYMOND JANN VITYNGCO,710100
C3081583,PIA MENDOZA,D4403,RAYMOND JANN VITYNGCO,710100
C3081584,DOLORA STORE/ BENJAMIN SANTOS,D4403,RAYMOND JANN VITYNGCO,710100
C3081605,DEL ROSARIO STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081611,JOCELYN DIA,D4403,RAYMOND JANN VITYNGCO,710100
C3081614,GEM'S,D4403,RAYMOND JANN VITYNGCO,710100
C3081615,RINA TECSON,D4403,RAYMOND JANN VITYNGCO,710100
C3081620,LIENSHEN GEN MDSE,D4403,RAYMOND JANN VITYNGCO,710100
C3081632,SOL CABIAGA,D4403,RAYMOND JANN VITYNGCO,710100
C3081637,ISABELITA CARINO,D4403,RAYMOND JANN VITYNGCO,710100
C3081638,ANELIA NIEVERA,D4403,RAYMOND JANN VITYNGCO,710100
C3081643,CON STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081655,MARIVIC LAYNESA/LOURDES LAYNEA,D4403,RAYMOND JANN VITYNGCO,710100
C3081656,YOLANDA ANDRES,D4403,RAYMOND JANN VITYNGCO,710100
C3081660,ENRIQUE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081663,PENY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081672,DENNIS LIUTERIO,D4403,RAYMOND JANN VITYNGCO,710100
C3081673,MARTHA MANGANGEY,D4403,RAYMOND JANN VITYNGCO,710100
C3081674,INDAY STORE / RAMIL CALANEA,D4403,RAYMOND JANN VITYNGCO,710100
C3081684,LUCKY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081690,LERINA GUPIT/RUEL GUPIT,D4403,RAYMOND JANN VITYNGCO,710100
C3081691,MARIVIC RONAN,D4403,RAYMOND JANN VITYNGCO,710100
C3081706,HONEYLEE STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081709,JASMIN AGRADA,D4403,RAYMOND JANN VITYNGCO,710100
C3081710,RITCHELLE TOLENTINO,D4403,RAYMOND JANN VITYNGCO,710100
C3081711,NORA QUITAIN,D4403,RAYMOND JANN VITYNGCO,710100
C3081712,EDNA CRUZ,D4403,RAYMOND JANN VITYNGCO,710100
C3081713,LOURDES DE CORIÑA,D4403,RAYMOND JANN VITYNGCO,710100
C3081714,JURIS STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081715,JADE ZAPANTA,D4403,RAYMOND JANN VITYNGCO,710100
C3081718,CHE DE GUZMAN,D4403,RAYMOND JANN VITYNGCO,710100
C3081719,JOAN DONGORA,D4403,RAYMOND JANN VITYNGCO,710100
C3081720,LORY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081721,LETICIA STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081722,SIONY TUMBALI,D4403,RAYMOND JANN VITYNGCO,710100
C3081723,NENE SUMAYO,D4403,RAYMOND JANN VITYNGCO,710100
C3081724,EUNENARIA URO,D4403,RAYMOND JANN VITYNGCO,710100
C3081725,JOY DIZON,D4403,RAYMOND JANN VITYNGCO,710100
C3081735,3 SISTERS STORE/MAE LAXINA,D4403,RAYMOND JANN VITYNGCO,710100
C3081741,GRACE SANTIAGO,D4403,RAYMOND JANN VITYNGCO,710100
C3081762,MEDY STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081763,NORA BORRES,D4403,RAYMOND JANN VITYNGCO,710100
C3081764,MERLY TORRENTE,D4403,RAYMOND JANN VITYNGCO,710100
C3081765,LILIBETH STORE,D4403,RAYMOND JANN VITYNGCO,710100
C3081770,EMMA ENCARNACION,D4403,RAYMOND JANN VITYNGCO,710100
